ZEIT;RAUMID;BEZ;PGR;BZR;PLR;STADTRAUM;WLEINFoL;WLEINFmL;WLMIToL;WLMITmL;WLGUToL;WLGUTmL;WLNZORD
201412;8040932;8;4;9;32;2;2745;12;0;0;0;0;0
201412;8040933;8;4;9;33;2;2456;630;581;274;0;0;0
201412;8040934;8;4;9;34;2;2004;682;0;0;0;0;0
201412;8041035;8;4;10;35;2;0;0;7031;816;0;0;0
201412;8041036;8;4;10;36;2;5495;305;999;0;0;0;3
201412;8041037;8;4;10;37;2;2889;640;5969;131;0;0;3
201412;8041038;8;4;10;38;2;5610;534;463;36;0;0;47
201412;8041039;8;4;10;39;2;87;157;3297;95;0;0;89
201412;8041040;8;4;10;40;2;6230;573;1051;122;0;0;15
201412;9010101;9;1;1;1;2;6248;1846;3069;96;0;0;71
201412;9010102;9;1;1;2;2;0;0;50;21;0;0;0
201412;9010201;9;1;2;1;2;0;0;2120;2132;0;0;0
201412;9010202;9;1;2;2;2;0;0;4249;2473;0;0;0
201412;9010301;9;1;3;1;2;36;431;9315;4913;0;0;9
201412;9010302;9;1;3;2;2;2190;259;281;181;0;0;32
201412;9010401;9;1;4;1;2;287;666;4889;1963;0;0;39
201412;9010402;9;1;4;2;2;1138;191;6196;3197;0;0;15
201412;9020501;9;2;5;1;2;3813;2012;0;3;0;0;319
201412;9020502;9;2;5;2;2;3181;1970;7784;1270;0;0;9
201412;9020601;9;2;6;1;2;1429;3286;1860;862;0;0;0
201412;9020602;9;2;6;2;2;1300;578;1532;24;0;0;0
201412;9020701;9;2;7;1;2;96;141;0;3;0;0;268
201412;9020702;9;2;7;2;2;377;1245;11300;2961;0;0;51
201412;9020801;9;2;8;1;2;0;0;1838;1043;0;0;0
201412;9020802;9;2;8;2;2;1221;2535;1366;2109;0;0;37
201412;9030901;9;3;9;1;2;2725;905;6672;1871;0;0;144
201412;9030902;9;3;9;2;2;4026;0;1801;0;0;0;0
201412;9030903;9;3;9;3;2;0;0;6481;1298;0;0;21
201412;9031001;9;3;10;1;2;5505;1135;4893;645;0;0;62
201412;9031101;9;3;11;1;2;0;3;2048;1183;2038;359;18
201412;9031201;9;3;12;1;2;6;0;1716;42;0;0;0
201412;9031202;9;3;12;2;2;1194;183;944;15;0;0;15
201412;9041301;9;4;13;1;2;76;93;12866;626;145;3;124
201412;9041302;9;4;13;2;2;0;0;0;0;1614;175;3
201412;9041401;9;4;14;1;2;50;113;3737;908;0;0;37
201412;9041402;9;4;14;2;2;0;0;1151;329;0;0;0
201412;9041501;9;4;15;1;2;478;1257;3979;1429;0;0;30
201412;9041601;9;4;16;1;2;256;19;6089;149;0;0;9
201412;9051701;9;5;17;1;2;0;0;1650;1527;296;37;12
201412;9051702;9;5;17;2;2;8;49;5792;2668;4035;1606;225
201412;9051801;9;5;18;1;2;51;49;5063;377;2962;476;63
201412;9051901;9;5;19;1;2;509;550;5744;3082;0;0;190
201412;9052001;9;5;20;1;2;9;136;8952;3194;0;0;9
201412;10010101;10;1;1;1;2;5305;234;0;0;0;0;6
201412;10010102;10;1;1;2;2;16539;1184;0;0;0;0;3
201412;10010203;10;1;2;3;2;769;19;0;0;0;0;0
