ZEIT;RAUMID;BEZ;PGR;BZR;PLR;STADTRAUM;WLEINFoL;WLEINFmL;WLMIToL;WLMITmL;WLGUToL;WLGUTmL;WLNZORD
202012;06010207;06;01;02;07;2;0;0;3723;2134;1305;846;0
202012;06010208;06;01;02;08;2;0;0;90;290;4188;2256;0
202012;06010209;06;01;02;09;2;0;0;5281;2939;898;221;0
202012;06010210;06;01;02;10;2;0;0;565;477;2573;1253;0
202012;06020301;06;02;03;01;2;0;0;3047;848;837;205;0
202012;06020302;06;02;03;02;2;0;0;2953;1249;1840;43;12
202012;06020303;06;02;03;03;2;0;0;2284;1466;2912;748;0
202012;06020304;06;02;03;04;2;0;0;6433;838;42;0;0
202012;06020305;06;02;03;05;2;1313;240;8385;1413;0;0;48
202012;06020306;06;02;03;06;2;990;80;4745;583;0;0;4
202012;06020407;06;02;04;07;2;3618;410;385;223;0;0;0
202012;06020408;06;02;04;08;2;3034;543;1828;1650;0;0;0
202012;06020409;06;02;04;09;2;0;0;945;1145;4355;1904;0
202012;06020410;06;02;04;10;2;0;0;2919;501;2681;961;0
202012;06020411;06;02;04;11;2;0;0;7914;713;0;0;0
202012;06030501;06;03;05;01;2;0;0;3688;131;1476;366;9
202012;06030502;06;03;05;02;2;0;0;5375;235;0;0;6
202012;06030503;06;03;05;03;2;0;0;0;0;7363;4333;0
202012;06030504;06;03;05;04;2;0;0;4248;445;5281;1070;6
202012;06030605;06;03;06;05;2;0;0;0;0;4542;2546;0
202012;06030606;06;03;06;06;2;0;0;1749;1168;1807;888;0
202012;06030607;06;03;06;07;2;92;9;1776;1141;23;111;0
202012;06030608;06;03;06;08;2;0;0;8282;1115;3625;703;22
202012;06030609;06;03;06;09;2;0;0;543;472;7276;3755;0
202012;06030610;06;03;06;10;2;0;0;0;0;6953;1558;0
202012;06040701;06;04;07;01;2;0;0;387;164;7823;1752;0
202012;06040702;06;04;07;02;2;0;0;1384;27;3336;487;0
202012;06040703;06;04;07;03;2;0;0;3;0;8343;2833;319
202012;06040804;06;04;08;04;2;0;0;0;0;6579;916;16
202012;06040805;06;04;08;05;2;0;0;0;0;4358;914;6
202012;06040806;06;04;08;06;2;0;0;0;0;5760;1503;3
202012;06040807;06;04;08;07;2;0;0;0;0;4257;1701;0
202012;06040808;06;04;08;08;2;0;0;0;0;4250;496;64
202012;06040809;06;04;08;09;2;0;0;0;0;3692;1210;0
202012;06040810;06;04;08;10;2;0;0;0;0;5847;1357;0
202012;07010101;07;01;01;01;1;0;0;574;1508;5758;1968;0
202012;07010102;07;01;01;02;1;2097;2688;8258;3344;0;0;0
202012;07010103;07;01;01;03;1;0;0;5560;2453;2324;131;0
202012;07010104;07;01;01;04;1;5430;4510;2632;908;0;0;0
202012;07020201;07;02;02;01;1;0;0;16;451;7907;2204;0
202012;07020202;07;02;02;02;1;0;253;2809;3101;3632;706;0
202012;07020203;07;02;02;03;1;3194;2385;8561;3517;0;154;0
202012;07020204;07;02;02;04;1;3466;2537;5660;595;0;0;458
202012;07030301;07;03;03;01;1;0;0;0;0;16508;7958;0
202012;07030302;07;03;03;02;1;0;0;736;1222;4814;2599;0
202012;07030303;07;03;03;03;1;3;13;7759;3837;337;353;0
202012;07040401;07;04;04;01;2;9;31;11967;5495;0;0;0
202012;07040402;07;04;04;02;2;427;82;1562;184;0;0;0
202012;07040403;07;04;04;03;2;0;521;17190;6852;0;0;19
202012;07040404;07;04;04;04;2;0;0;2950;2164;0;0;0
202012;07040405;07;04;04;05;2;1469;2057;4999;2579;0;0;0
202012;07040406;07;04;04;06;2;2473;1507;0;0;0;0;0
202012;07050501;07;05;05;01;2;3655;2006;6951;4416;0;0;0
202012;07050502;07;05;05;02;2;5200;2394;294;253;0;0;0
202012;07050503;07;05;05;03;2;1225;451;5853;1572;0;0;0
202012;07050504;07;05;05;04;2;2039;36;2974;604;0;0;0
202012;07050505;07;05;05;05;2;10;335;7710;2505;0;0;24
202012;07050506;07;05;05;06;2;0;0;1686;547;0;0;0
202012;07060601;07;06;06;01;2;2069;1465;4606;2053;0;0;0
202012;07060602;07;06;06;02;2;9;38;4031;662;0;0;0
202012;07060603;07;06;06;03;2;2376;427;12;54;0;0;0
202012;07060604;07;06;06;04;2;2603;249;10436;1174;0;0;0
202012;07070701;07;07;07;01;2;1816;36;6686;1954;0;0;6
202012;07070702;07;07;07;02;2;18;24;8753;2100;0;0;0
202012;07070703;07;07;07;03;2;2003;177;5092;1210;0;0;3
202012;07070704;07;07;07;04;2;6055;282;1924;170;0;0;0
202012;07070705;07;07;07;05;2;0;0;5485;831;656;0;6
202012;07070706;07;07;07;06;2;0;0;3206;653;0;0;0
202012;07070707;07;07;07;07;2;106;0;2677;181;0;0;0
202012;08010115;08;01;01;15;1;3;36;7;964;0;0;0
202012;08010116;08;01;01;16;1;1948;1594;0;0;0;0;0
202012;08010117;08;01;01;17;1;13681;2007;0;0;0;0;0
202012;08010118;08;01;01;18;1;6095;6145;0;0;0;0;0
202012;08010211;08;01;02;11;1;5175;4493;0;0;0;0;0
202012;08010212;08;01;02;12;1;4945;2506;0;0;0;0;0
202012;08010213;08;01;02;13;1;9629;2659;0;0;0;0;0
202012;08010214;08;01;02;14;1;4411;4113;0;0;0;0;0
202012;08010301;08;01;03;01;1;21170;5837;0;0;0;0;0
202012;08010302;08;01;03;02;1;2733;564;551;0;0;0;20
202012;08010303;08;01;03;03;1;2983;5281;0;0;0;0;0
202012;08010404;08;01;04;04;1;14689;5281;3013;0;0;0;28
202012;09010102;09;01;01;02;2;0;0;22;3;10;28;0
202012;09010201;09;01;02;01;2;0;0;1960;2415;0;0;0
202012;09010202;09;01;02;02;2;0;0;3997;2927;0;0;0
202012;09010301;09;01;03;01;2;0;0;10053;5731;0;0;12
202012;09010302;09;01;03;02;2;1558;436;616;485;0;0;3
202012;09010401;09;01;04;01;2;44;276;5569;2579;0;0;12
